url,t,epoch,hashtag_profile,tag_profile,score
http://www.bbc.co.uk/news/magazine-38222271,2016-12-23T01:49:32+00:00,1482457772.0,{},"{'anything': 0.05, 'bermuda': 0.05, 'home': 0.05, 'island': 0.05, 'roofs': 0.05}",0.0003242379601739317
http://www.bbc.co.uk/sport/cricket/37300149,2016-09-10T11:44:43.402807+00:00,1473507883.0,{},"{'england': 0.05, 'heather_knight': 0.05, 'share': 0.05, 'super_league': 0.05, 'women': 0.05}",0.0003242379601739317
http://www.bbc.co.uk/news/magazine-34766886,2016-01-11T00:18:26+00:00,1452471506.0,{},"{'che_guevara': 0.05, 'cuban': 0.05, 'ernesto': 0.05, 'havana': 0.05, 'tarara': 0.05}",0.0003242379601739317
http://www.bbc.co.uk/news/world-us-canada-35276897,2016-01-10T20:25:45+00:00,1452457545.0,"{'#seanpenn': 0.494661921708185, '#elchapo': 0.505338078291815}","{'#seanpenn': 0.37099644128113873, '#elchapo': 0.37900355871886127, 'el_chapo': 0.05, 'hollywood': 0.05, 'mexican': 0.05, 'rolling_stone': 0.05, 'sean_penn': 0.05}",0.0003242379601739317
http://www.bbc.co.uk/news/world-africa-35941848,2016-04-02T09:01:23+00:00,1459587683.0,"{'#zuma': 0.5173940543959522, '#nkandla': 0.4826059456040478}","{'#zuma': 0.3880455407969642, '#nkandla': 0.3619544592030358, 'constitutional_court': 0.05, 'milton_nkosi': 0.05, 'nkandla': 0.05, 'president_jacob_zuma': 0.05, 'south_africa': 0.05}",0.00030654568791400015
http://www.bbc.co.uk/news/uk-34039229,2015-08-24T13:12:26+00:00,1440421946.0,"{'#shorehamairshow': 0.489329268292683, '#shoreham': 0.510670731707317}","{'#shorehamairshow': 0.36699695121951226, '#shoreham': 0.38300304878048774, 'a27': 0.05, 'civil_aviation_authority_caa': 0.05, 'hawker_hunter': 0.05, 'requirements': 0.05, 'shoreham_airshow': 0.05}",0.00030654568791400015
http://www.bbc.co.uk/news/uk-england-35697546,2016-03-12T00:44:11+00:00,1457743451.0,{},"{'britain': 0.05, 'funds': 0.05, 'hour': 0.05, 'phenomenon': 0.05, 'spitfire': 0.05}",0.00029068423604280865
http://www.bbc.co.uk/news/magazine-36534695,2016-07-13T23:04:20+00:00,1468451060.0,{},"{'america': 0.05, 'giants': 0.05, 'illinois': 0.05, 'muffler_men': 0.05, 'trip': 0.05}",0.0002763834749664963
http://www.bbc.co.uk/news/uk-england-london-35008452,2015-12-04T21:26:00+00:00,1449264360.0,{},"{'aravindan_balakrishnan': 0.05, 'cult': 0.05, 'fran': 0.05, 'metropolitan_police': 0.05, 'woman': 0.05}",0.0002763834749664963
http://www.bbc.co.uk/news/magazine-36114246,2016-04-24T23:29:50+00:00,1461540590.0,"{'#trump2016': 0.42703400774860095, '#trumptrain': 0.2014636246233319, '#trump': 0.37150236762806715}","{'#trump2016': 0.3202755058114507, '#trumptrain': 0.15109771846749892, '#trump': 0.2786267757210504, 'donald_trump': 0.05, 'exactly': 0.05, 'perception': 0.05, 'states': 0.05, 'united': 0.05}",0.00026342383115893057
http://www.bbc.co.uk/news/entertainment-arts-34528483,2015-11-19T12:56:20+00:00,1447937780.0,{},"{'bbc_four': 0.05, 'bbc_radio': 0.05, 'friday': 0.05, 'mercury_music_prize': 0.05, 'mercury_prize': 0.05}",0.0002516251177979066
http://www.bbc.co.uk/news/blogs-the-papers-34265028,2015-09-16T05:11:24+00:00,1442380284.0,"{'#labour': 0.32967032967032966, '#corbyn': 0.6703296703296703}","{'#labour': 0.24725274725274726, '#corbyn': 0.5027472527472527, 'anthem': 0.05, 'battle': 0.05, 'jeremy_corbyn': 0.05, 'labour': 0.05, 'newspaper': 0.05}",0.00024083801077698418
http://www.bbc.co.uk/news/world-us-canada-37171390,2016-12-30T02:42:52+00:00,1483065772.0,{},"{'century': 0.05, 'firefighter': 0.05, 'mark_hartwig': 0.05, 'megafires': 0.05, 'quarter': 0.05}",0.0002309377806348811
http://www.bbc.co.uk/news/magazine-34143566,2015-09-10T00:47:11+00:00,1441846031.0,{},"{'andrea_palladio': 0.05, 'british': 0.05, 'charles_hind': 0.05, 'royal_institute': 0.05, 'us_capitol': 0.05}",0.0002309377806348811
http://www.bbc.co.uk/sport/0/rugby-union/34663051,2015-10-29T19:51:00+00:00,1446148260.0,{},"{'australia': 0.025, 'bbc_radio': 0.025, 'bbc_sport': 0.025, 'dan_carter': 0.025, 'gmt_venue': 0.025, 'new_zealand': 0.025, 'new_zealand_fly-half_dan_carter': 0.025, 'october_kick-off': 0.025, 'tom_fordyce': 0.025, 'twickenham_coverage': 0.025}",0.00021339365675888445
http://www.bbc.co.uk/news/uk-31445081,2015-09-13T01:43:56+00:00,1442108636.0,{},"{'britain': 0.05, 'isles': 0.05, 'nine': 0.05, 'richard_iii': 0.05, 'vote': 0.05}",0.0001636609254561509
http://www.bbc.co.uk/sport/0/football/33758678,2015-08-07T04:59:00+00:00,1438923540.0,"{'#mufc': 0.49411764705882355, '#mypremierleaguelife': 0.04411764705882354, '#cfc': 0.23382352941176474, '#bpl': 0.18382352941176472, '#afc': 0.04411764705882354}","{'#mufc': 0.37058823529411766, '#mypremierleaguelife': 0.033088235294117654, '#cfc': 0.17536764705882354, '#bpl': 0.13786764705882354, '#afc': 0.033088235294117654, 'bbc_sport': 0.05, 'fans': 0.05, 'my_premier_league_life': 0.05, 'premier_league': 0.05, 'premier_league_life': 0.05}",0.0001546503718820829
http://www.aljazeera.com/news/2016/10/bermuda-braces-hurricane-nicole-161011095106801.html,2016-10-11T11:35:00+00:00,1476185700.0,"{'#matthew': 0.8854415274463008, '#hurricane': 0.03937947494033412, '#nicole': 0.07517899761336515}","{'#matthew': 0.6640811455847255, '#hurricane': 0.029534606205250592, '#nicole': 0.05638424821002386, 'bermuda': 0.05, 'hurricane_matthew': 0.05, 'hurricane_nicole': 0.05, 'north_atlantic': 0.05, 'waters': 0.05}",0.004010333986212751
http://www.aljazeera.com/news/2016/01/hurricane-pali-sets-pacific-record-160113090131993.html,2016-01-13T09:45:00+00:00,1452678300.0,"{'#pali': 0.9436749769159742, '#hurricane': 0.05632502308402585}","{'#pali': 0.7077562326869806, '#hurricane': 0.04224376731301939, '\\x80\\x98the': 0.05, 'central_pacific': 0.05, 'hurricane_pali': 0.05, 'johnston_atoll': 0.05, 'location': 0.05}",0.0037524660758422646
http://www.aljazeera.com/news/2016/10/millions-flee-brace-hurricane-matthew-161006104657739.html,2016-10-06T12:26:00+00:00,1475756760.0,{'#matthew': 1.0},"{'#matthew': 0.75, 'bahamas': 0.05, 'florida': 0.05, 'haiti': 0.05, 'hurricane_matthew': 0.05, 'thursday': 0.05}",0.003649968645343569
http://www.aljazeera.com/news/2016/05/hurricane-season-predicted-160528091627736.html,2016-05-28T12:13:00+00:00,1464437580.0,{'#hurricane': 1.0},"{'#hurricane': 0.75, 'atlantic': 0.05, 'average': 0.05, 'hurricane': 0.05, 'noaa_climate_prediction_center': 0.05, 'season': 0.05}",0.002862777456651506
http://www.aljazeera.com/news/2016/08/atlantic-hurricane-season-flickers-life-160823091317273.html,2016-08-23T13:33:00+00:00,1471959180.0,{'#hurricane': 1.0},"{'#hurricane': 0.75, 'atlantic': 0.05, 'hurricane': 0.05, 'june': 0.05, 'season': 0.05, 'september': 0.05}",0.002680754890720087
http://www.aljazeera.com/news/2016/07/atlantic-hurricane-season-shows-signs-life-160729081458421.html,2016-07-29T09:03:00+00:00,1469782980.0,{},"{'atlantic': 0.05, 'hurricane_alex': 0.05, 'january': 0.05, 'season': 0.05, 'start': 0.05}",0.002641794092269692
http://www.aljazeera.com/news/2016/10/bermuda-braces-direct-hit-hurricane-nicole-161013093140285.html,2016-10-13T09:40:00+00:00,1476351600.0,{},"{'atlantic': 0.05, 'bermuda': 0.05, 'conditions': 0.05, 'hurricane_nicole': 0.05, 'island': 0.05}",0.002621446377248857
http://www.aljazeera.com/news/2016/07/eastern-pacific-hurricane-season-sparks-life-160717090237721.html,2016-07-17T12:45:00+00:00,1468759500.0,{},"{'activity': 0.05, 'cyclone': 0.05, 'cyclones': 0.05, 'eastern_pacific': 0.05, 'fast': 0.05}",0.0025523954596853304
http://www.aljazeera.com/news/2016/08/hurricane-earl-disintegrates-mexico-160808101327857.html,2016-08-08T13:19:00+00:00,1470662340.0,"{'#mexico': 0.5069444444444444, '#earl': 0.4930555555555556}","{'#mexico': 0.3802083333333333, '#earl': 0.3697916666666667, 'dozens': 0.05, 'mexico': 0.05, 'mudslides': 0.05, 'storm_earl': 0.05, 'weekend': 0.05}",0.002458317818943111
http://www.aljazeera.com/news/2016/10/prison-break-arcahaie-hurricane-hit-haiti-161023041605809.html,2016-10-23T06:08:00+00:00,1477202880.0,{'#haiti': 1.0},"{'#haiti': 0.75, 'arcahaie': 0.05, 'haiti': 0.05, 'haitian': 0.05, 'port-au-prince': 0.05, 'un': 0.05}",0.002260358481417504
http://www.aljazeera.com/news/2016/10/haiti-death-toll-hurricane-matthew-passes-1000-161010042033130.html,2016-10-10T05:59:00+00:00,1476079140.0,"{'#haiti': 0.3250109505037231, '#matthew': 0.6749890494962768}","{'#haiti': 0.2437582128777923, '#matthew': 0.5062417871222076, 'authorities': 0.05, 'cholera': 0.05, 'haiti': 0.05, 'hurricane_matthew': 0.05, 'mass': 0.05}",0.0022537651030903718
http://www.aljazeera.com/news/2016/09/160904095103971.html,2016-09-04T12:16:00+00:00,1472991360.0,{},"{'carolinas': 0.05, 'connecticut': 0.05, 'gulf': 0.05, 'hurricane_hermine': 0.05, 'mexico': 0.05}",0.0020053874778174496
http://www.aljazeera.com/news/2017/04/april-storm-arlene-sets-atlantic-record-170424093624242.html,2017-04-24T12:02:00+00:00,1493035320.0,{},"{'april': 0.05, 'atlantic_basin': 0.05, 'june': 0.05, 'news_al_jazeera': 0.05, 'storm_arlene': 0.05}",0.0008524688453227608
http://www.aljazeera.com/news/2016/01/paying-price-warmer-world-160107093031269.html,2016-01-07T10:48:00+00:00,1452163680.0,{},"{'global': 0.05, 'price': 0.05, 'records': 0.05, 'world': 0.05, 'year': 0.05}",0.0007948156756563532
http://www.aljazeera.com/news/2016/11/tropical-storm-otto-brews-western-caribbean-161122093541553.html,2016-11-22T09:53:00+00:00,1479808380.0,"{'#otto': 0.7847478474784747, '#hurricane': 0.2152521525215252}","{'#otto': 0.588560885608856, '#hurricane': 0.1614391143911439, 'caribbean': 0.05, 'costa_rica': 0.05, 'national_hurricane_centre': 0.05, 'storm_otto': 0.05, 'tropical_storm_otto': 0.05}",0.0007768641565840003
http://www.aljazeera.com/news/2016/10/matthew-highlights-human-factor-extreme-weather-161009093639579.html,2016-10-09T11:17:00+00:00,1476011820.0,{'#matthew': 1.0},"{'#matthew': 0.75, 'factor': 0.05, 'hurricane_matthew': 0.05, 'severe': 0.05, 'threat': 0.05, 'us\\x80\\x99': 0.05}",0.0007676635401186827
http://www.aljazeera.com/news/2016/07/hawaii-battered-tropical-storm-darby-160724090736544.html,2016-07-24T11:58:00+00:00,1469361480.0,"{'#darby': 0.7369758576874207, '#hawaii': 0.26302414231257937}","{'#darby': 0.5527318932655655, '#hawaii': 0.1972681067344345, 'big_island': 0.05, 'hawaii': 0.05, 'islands': 0.05, 'landfall': 0.05, 'tropical_storm_darby': 0.05}",0.0007153669621864755
http://www.aljazeera.com/news/2016/10/super-typhoon-chaba-heads-japan-161003122946868.html,2016-10-03T13:34:00+00:00,1475501640.0,{'#matthew': 1.0},"{'#matthew': 0.75, 'caribbean_sea': 0.05, 'hurricane_matthew': 0.05, 'jamaica': 0.05, 'japan': 0.05, 'super_typhoon_chaba': 0.05}",0.0006992657364068571
http://www.aljazeera.com/news/2016/01/unique-event-tropical-storm-history-160114082215319.html,2016-01-14T08:55:00+00:00,1452761700.0,{},"{'atlantic': 0.05, 'history': 0.05, 'january': 0.05, 'never': 0.05, 'warm': 0.05}",0.0006833183098274647
http://www.aljazeera.com/news/2017/02/tropical-cyclone-dineo-bears-madagascar-170214095543667.html,2017-02-14T10:27:00+00:00,1487068020.0,"{'#dineo': 0.7371428571428572, '#mozambique': 0.26285714285714284}","{'#dineo': 0.5528571428571429, '#mozambique': 0.19714285714285712, 'madagascar_mozambique_news_al_jazeera': 0.05, 'mozambique_channel': 0.05, 'mozambique_south': 0.05, 'southern_hemisphere': 0.05, 'tropical_cyclone_dineo': 0.05}",0.0006730846741759179
http://www.aljazeera.com/news/2017/05/tropical-cyclone-donna-lashes-vanuatu-caledonia-170509104106493.html,2017-05-09T11:16:00+00:00,1494328560.0,{'#donna': 1.0},"{'#donna': 0.75, 'caledonia_news_al_jazeera': 0.05, 'severe': 0.05, 'tropical_cyclone_donna': 0.05, 'vanuatu_new': 0.05, 'winds': 0.05}",0.0006350422619674843
http://www.aljazeera.com/news/2016/09/super-typhoon-meranti-2016s-powerful-cyclone-160913091320865.html,2016-09-13T09:53:00+00:00,1473760380.0,{'#meranti': 1.0},"{'#meranti': 0.75, 'cyclone': 0.05, 'intense': 0.05, 'storm': 0.05, 'super_typhoon_meranti': 0.05, 'taiwan_mainland': 0.05}",0.0006261942152884473
http://www.aljazeera.com/programmes/techknow/2016/08/investigating-katrina-lessons-learned-storm-160822112230302.html,2016-08-28T11:49:00+00:00,1472384940.0,{'#katrina': 1.0},"{'#katrina': 0.75, 'control': 0.05, 'hurricane_katrina': 0.05, 'new_orleans': 0.05, 'percent': 0.05, 'storm': 0.05}",0.0005931374543637881
http://www.aljazeera.com/news/2016/09/super-typhoons-beware-surge-160915090418280.html,2016-09-15T10:26:00+00:00,1473935160.0,{},"{'beware': 0.05, 'elevated': 0.05, 'monster': 0.05, 'rain': 0.05, 'taiwan': 0.05}",0.0005778842404859227
http://www.aljazeera.com/news/2016/05/tropical-depression-bonnie-brings-flooding-160530084716591.html,2016-05-30T14:51:00+00:00,1464619860.0,{'#bonnie': 1.0},"{'#bonnie': 0.75, 'carolinas': 0.05, 'coastal': 0.05, 'depression_bonnie': 0.05, 'georgia': 0.05, 'tropical_depression_bonnie': 0.05}",0.0005717105363070619
http://www.aljazeera.com/news/2016/02/tropical-cyclone-winston-targets-tonga-160214091425228.html,2016-02-14T10:30:00+00:00,1455445800.0,{},"{'coast': 0.05, 'strength': 0.05, 'targets': 0.05, 'tonga': 0.05, 'tropical_cyclone_winston': 0.05}",0.0005717105363070619
http://www.aljazeera.com/news/2017/02/tropical-cyclone-carlos-brews-indian-ocean-170208095442047.html,2017-02-08T10:39:00+00:00,1486550340.0,{},"{'mauritius_la': 0.05, 'ocean_news_al_jazeera': 0.05, 'reunion': 0.05, 'severe': 0.05, 'tropical_cyclone_carlos': 0.05}",0.0005506948271965684
http://www.aljazeera.com/indepth/features/2017/04/send-50000-people-haiti-170426113705598.html,2017-04-29T06:46:44.811989+00:00,1493448404.0,{'#trump': 1.0},"{'#trump': 0.75, 'donald_trump_al_jazeera': 0.05, 'haiti': 0.05, 'haitians': 0.05, 'jean': 0.05, 'new_york': 0.05}",0.0005320732197788445
http://www.aljazeera.com/news/2016/09/typhoon-malakas-hits-japan-160920090120868.html,2016-09-20T10:47:00+00:00,1474368420.0,{'#malakas': 1.0},"{'#malakas': 0.75, 'country': 0.05, 'cyclone': 0.05, 'japan': 0.05, 'rain': 0.05, 'typhoon_malakas': 0.05}",0.0005071920436980436
http://www.aljazeera.com/news/2016/09/flooding-rains-lash-mexico-pacific-coast-160905174417150.html,2016-09-05T17:49:00+00:00,1473097740.0,{'#mexico': 1.0},"{'#mexico': 0.75, 'cause': 0.05, 'central': 0.05, 'heavy': 0.05, 'mexico': 0.05, 'pacific': 0.05}",0.0005071920436980436
